Continent;Country;PlotID;PlotCode;PlotViewID;LatitudeDecimal;LongitudeDecimal;;Altitude;PlotArea;TreeID;FamilyAPGID;Family;GenusID;Genus;SpeciesID;Species;Census.No;Census.Mean.Date;D1;DPOMtMinus1;D2;D3;D4;POM;F1;F2;F3;F4;Height;F5;LI;CI;WD;AllometricRegionID;ClusterID;ForestMoistureID;ForestEdaphicID;ForestEdaphicHeightID;ForestElevationID;ForestElevationHeightID;BiogeographicalRegionID;Monocot;PomChange;Recruit;Tag.No;Sub.Plot.T1;Stem
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2052020;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;129;;129;129;129;1300;ahn;1;0;0;7;4;;;;;;;;;;;;;;;885a;I3NE3;885a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051558;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;186;;186;186;186;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;750;I1SE5;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051346;;Myrtaceae;;Myrcia;;Myrcia lajeana;2;2019.644;123;;123;123;123;1300;a;1;0;4;7;4;;;;;;;;;;;;;;;604;I1SW8;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2336661;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;102;;102;102;102;1300;a;1;0;4;9;4;;;;;;;;;;;;;;;15276a;I1NE3;15276a
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051807;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;161;;161;161;161;1300;a;1;0;4;8.5;4;;;;;;;;;;;;;;;1037;I2SE4;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051688;;Myrtaceae;;Myrceugenia;;Myrceugenia mesomischa;2;2019.644;205;;132;132;132;1300;a;1;0;2;10;4;;;;;;;;;;;;;;;949d;I2NE3;949b
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051684;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;387;;387;387;387;1300;a;1;0;4;17;4;;;;;;;;;;;;;;;948;I2NE3;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051588;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;152;;152;152;152;1300;a;1;0;4;11;4;;;;;;;;;;;;;;;771;I1SE6;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051986;;Myrtaceae;;Myrcia;;Myrcia oligantha;2;2019.644;100;;100;100;100;1300;an;1;0;0;4.5;4;;;;;;;;;;;;;;;857;I3NW10;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051820;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;624;;624;624;624;1300;a;1;0;4;20;4;;;;;;;;;;;;;;;1048;I2SW7;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051913;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;213;;213;213;213;1300;a;1;0;0;12;4;;;;;;;;;;;;;;;796;I3SE6;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051964;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;210;;210;210;210;1300;a;1;0;0;11;4;;;;;;;;;;;;;;;836;I3SW7;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051984;;Myrtaceae;;Myrciaria;;Myrciaria floribunda;2;2019.644;214;;214;214;214;1300;a;1;0;0;12;4;;;;;;;;;;;;;;;855;I3NW10;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051884;;Myrtaceae;;Myrceugenia;;Myrceugenia mesomischa;2;2019.644;100;;100;100;100;1300;an;1;0;4;8;4;;;;;;;;;;;;;;;1083;I2SW9;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051404;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;378;;378;378;378;1300;a;1;0;4;20;4;;;;;;;;;;;;;;;650;I1NW10;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051937;;Aquifoliaceae;;Ilex;;Ilex paraguariensis;2;2019.644;337;;337;337;337;1300;a;1;0;0;14;4;;;;;;;;;;;;;;;816;I3NE1;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2336741;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;248;;130;130;130;1300;an;1;0;2;10;4;;;;;;;;;;;;;;;852c;I3SW8;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051801;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;110;;110;110;110;1300;f;1;0;4;10;4;;;;;;;;;;;;;;;1031;I2SE4;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051578;;Myrtaceae;;Eugenia;;Eugenia oeidocarpa;2;2019.644;158;;158;158;158;1300;ah;1;0;4;7;4;;;;;;;;;;;;;;;766b;I1SE4;766b
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2336664;;Lauraceae;;Ocotea;;Ocotea pulchella;2;2019.644;331;;331;331;331;1300;a;1;0;4;11.5;4;;;;;;;;;;;;;;;15278;I1NE1;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051718;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;109;;169;169;169;1300;a;1;0;2;11;4;;;;;;;;;;;;;;;978b;I2NE1;978d
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051950;;Myrtaceae;;Eugenia;;Eugenia handroi;2;2019.644;146;;146;146;146;1300;ah;1;0;0;11.5;4;;;;;;;;;;;;;;;825b;I3NE1;825a
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051618;;Myrtaceae;;Myrceugenia;;Myrceugenia mesomischa;2;2019.644;135;;135;135;135;1300;ah;1;0;4;10.5;4;;;;;;;;;;;;;;;905a;I2NW10;905c
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051641;;Myrtaceae;;Myrciaria;;Myrciaria floribunda;2;2019.644;109;;109;109;109;1300;a;1;0;4;8.5;4;;;;;;;;;;;;;;;919;I2NW11;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051541;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;124;;124;124;124;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;738;I1SE5;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051509;;Myrtaceae;;Eugenia;;Eugenia oeidocarpa;2;2019.644;125;;125;125;125;1300;a;1;0;4;7;4;;;;;;;;;;;;;;;720;I1NE1;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051850;;Cunoniaceae;;Lamanonia;;Lamanonia ternata;2;2019.644;294;;294;294;294;1300;z;1;0;4;13;4;;;;;;;;;;;;;;;1065;I2SW7;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051409;;Myrtaceae;;Siphoneugena;;Siphoneugena reitzii;2;2019.644;224;;224;224;224;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;655;I1NW11;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051609;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;146;;146;146;146;1300;ah;1;0;4;11;4;;;;;;;;;;;;;;;783e;I1SE6;783e
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051550;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;309;;309;309;309;1300;a;1;0;4;15;4;;;;;;;;;;;;;;;744;I1SE5;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051573;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;0;;0;0;0;;0;bps;0;;;;;;;;;;;;;;;;;;763;I1SE4;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051882;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;129;;129;129;129;1300;a;1;0;4;10;4;;;;;;;;;;;;;;;1081;I2SW9;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051341;;Myrtaceae;;Eugenia;;Eugenia oeidocarpa;2;2019.644;160;;160;160;160;1300;ah;1;0;4;7;4;;;;;;;;;;;;;;;600a;I1SW8;600a
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051982;;Myrtaceae;;Myrciaria;;Myrciaria floribunda;2;2019.644;179;;179;179;179;1300;a;1;0;0;11;4;;;;;;;;;;;;;;;853;I3SW8;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051773;;Aquifoliaceae;;Ilex;;Ilex paraguariensis;2;2019.644;154;;154;154;154;1300;a;1;0;4;14;4;;;;;;;;;;;;;;;1009;I2SE6;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051816;;Lauraceae;;Ocotea;;Ocotea porosa;2;2019.644;115;;95;95;95;1300;a;1;0;2;7;4;;;;;;;;;;;;;;;1045a;I2SW7;1045b
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051407;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;269;;269;269;269;1300;a;1;0;4;19;4;;;;;;;;;;;;;;;653;I1NW10;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2336697;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;155;;155;155;155;1300;an;1;0;4;11;4;;;;;;;;;;;;;;;15282;I1SE5;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2052017;;Myrtaceae;;Myrciaria;;Myrciaria floribunda;2;2019.644;363;;363;363;363;1300;a;1;0;0;12;4;;;;;;;;;;;;;;;882;I3NW11;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051441;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;557;;557;557;557;1300;a;1;0;4;21;4;;;;;;;;;;;;;;;678;I1NW12;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051399;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;111;;111;111;111;1300;ah;1;0;4;11;4;;;;;;;;;;;;;;;645b;I1NW10;645a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051607;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;117;;117;117;117;1300;ah;1;0;4;11;4;;;;;;;;;;;;;;;783c;I1SE6;783e
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051685;;Myrtaceae;;Myrceugenia;;Myrceugenia mesomischa;2;2019.644;132;;132;132;132;1300;ah;1;0;4;10;4;;;;;;;;;;;;;;;949a;I2NE3;949b
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051631;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;162;;162;162;162;1300;ah;1;0;4;8.5;4;;;;;;;;;;;;;;;912b;I2NW10;912b
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051817;;Lauraceae;;Ocotea;;Ocotea porosa;2;2019.644;95;;115;115;115;1300;a;1;0;2;7;4;;;;;;;;;;;;;;;1045b;I2SW7;1045b
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051674;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;213;;213;213;213;1300;a;1;0;4;9;4;;;;;;;;;;;;;;;940;I2NW12;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2336665;;Myrtaceae;;Myrciaria;;Myrciaria floribunda;2;2019.644;239;;239;239;239;1300;a;1;0;4;8;4;;;;;;;;;;;;;;;15285;I1SE5;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051960;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;290;;290;290;290;1300;ah;1;0;0;17;4;;;;;;;;;;;;;;;833a;I3SW7;833a
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2052043;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;0;;0;0;0;0;0;aps;0;0;;;;;;;;;;;;;;;;;899;I3NE2;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051682;;Myrtaceae;;Myrceugenia;;Myrceugenia mesomischa;2;2019.644;131;;134;134;134;1300;a;1;0;2;10;4;;;;;;;;;;;;;;;946a;I2NW12;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051439;;Myrtaceae;;Myrceugenia;;Myrceugenia myrcioides;2;2019.644;167;;167;167;167;1300;ah;1;0;4;8;4;;;;;;;;;;;;;;;676b;I1NW11;676b
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051366;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;0;;0;0;0;;0;fps;0;;;;;;;;;;;;;;;;;;619;I1SW9;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051372;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;224;;224;224;224;1300;a;1;0;4;9;4;;;;;;;;;;;;;;;625;I1SW7;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051715;;Myrtaceae;;Myrceugenia;;Myrceugenia mesomischa;2;2019.644;137;;137;137;137;1300;ah;1;0;4;10;4;;;;;;;;;;;;;;;977a;I2NE1;977a
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051758;;Lauraceae;;Ocotea;;Ocotea porosa;2;2019.644;202;;202;202;202;1300;ah;1;0;4;12.5;4;;;;;;;;;;;;;;;1000e;I2SE6;1000a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051415;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;199;;199;199;199;1300;a;1;0;4;13;4;;;;;;;;;;;;;;;661;I1NW11;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051951;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;153;;153;153;153;1300;a;1;0;0;8;4;;;;;;;;;;;;;;;826;I3NE1;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051991;;Theaceae;;Laplacea;;Laplacea acutifolia;2;2019.644;0;;0;0;0;0;0;bps;0;0;;;;;;;;;;;;;;;;;862;I3NW12;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051398;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;166;;166;166;166;1300;ah;1;0;4;11;4;;;;;;;;;;;;;;;645a;I1NW10;645a
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051802;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;296;;296;296;296;1300;a;1;0;4;14;4;;;;;;;;;;;;;;;1032;I2SE4;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051373;;Myrtaceae;;Campomanesia;;Campomanesia xanthocarpa;2;2019.644;170;;170;170;170;1300;a;1;0;4;8.5;4;;;;;;;;;;;;;;;626;I1SW7;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051659;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;216;;216;216;216;1300;a;1;0;4;13;4;;;;;;;;;;;;;;;929;I2NW11;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051864;;Lauraceae;;Ocotea;;Ocotea elegans;2;2019.644;208;;208;208;208;1300;a;1;0;4;15;4;;;;;;;;;;;;;;;1073;I2SW8;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051664;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;161;;161;161;161;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;933;I2NW12;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051920;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;122;;122;122;122;1300;ah;1;0;0;13;4;;;;;;;;;;;;;;;800b;I3SE6;800a
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051836;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;294;;294;294;294;1300;a;1;0;4;16;4;;;;;;;;;;;;;;;1056;I2SW7;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051487;;Myrtaceae;;Calyptranthes;;Calyptranthes concinna;2;2019.644;172;;172;172;172;1300;ah;1;0;4;6;4;;;;;;;;;;;;;;;710a;I1NE3;710a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051590;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;122;;122;122;122;1300;ah;1;0;4;5;4;;;;;;;;;;;;;;;772b;I1SE6;772b
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051416;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;176;;176;176;176;1300;a;1;0;4;16;4;;;;;;;;;;;;;;;662;I1NW11;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051959;;Cunoniaceae;;Weinmannia;;Weinmannia paulliniifolia;2;2019.644;0;;0;0;0;0;0;fps;0;0;;;;;;;;;;;;;;;;;832;I3SW7;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051759;;Lauraceae;;Ocotea;;Ocotea porosa;2;2019.644;135;;135;135;135;1300;ah;1;0;4;12.5;4;;;;;;;;;;;;;;;1000f;I2SE6;1000a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051536;;Lauraceae;;Ocotea;;Ocotea pulchella;2;2019.644;123;;123;123;123;1300;a;1;0;4;10;4;;;;;;;;;;;;;;;734;I1SE5;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051347;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;465;;465;465;465;1300;a;1;0;4;17;4;;;;;;;;;;;;;;;605;I1SW8;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2336742;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;433;;433;433;433;1300;an;1;0;0;15;4;;;;;;;;;;;;;;;15240;I3SE5;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051444;;Winteraceae;;Drimys;;Drimys brasiliensis;2;2019.644;0;;0;0;0;;0;krs;0;;;;;;;;;;;;;;;;;;680;I1NW12;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051382;;Primulaceae;;Myrsine;;Myrsine lorentziana;2;2019.644;172;;172;172;172;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;634;I1SW7;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2052045;;Cunoniaceae;;Lamanonia;;Lamanonia ternata;2;2019.644;353;;353;353;353;1300;a;1;0;0;11;4;;;;;;;;;;;;;;;901;I3NE2;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051928;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;129;;129;129;129;1300;a;1;0;0;11;4;;;;;;;;;;;;;;;808;I3SE6;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051596;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;384;;384;384;384;1300;a;1;0;4;16;4;;;;;;;;;;;;;;;777;I1SE6;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051737;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;151;;151;151;151;1300;a;1;0;4;8;4;;;;;;;;;;;;;;;987;I2NE2;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051482;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;380;;380;380;380;1300;a;1;0;4;16;4;;;;;;;;;;;;;;;707;I1NE3;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051925;;Salicaceae;;Xylosma;;Xylosma pseudosalzmanii;2;2019.644;285;;285;285;285;1300;a;1;0;0;16;4;;;;;;;;;;;;;;;805;I3SE6;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051593;;Myrtaceae;;Myrrhinium;;Myrrhinium atropurpureum;2;2019.644;179;;179;179;179;1300;ah;1;0;4;10;4;;;;;;;;;;;;;;;775a;I1SE6;775a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051522;;Myrtaceae;;Myrcia;;Myrcia lajeana;2;2019.644;123;;123;123;123;1300;ah;1;0;4;8;4;;;;;;;;;;;;;;;728a;I1NE1;728b
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051630;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;102;;102;102;102;1300;ah;1;0;4;8.5;4;;;;;;;;;;;;;;;912a;I2NW10;912b
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051765;;Lauraceae;;Ocotea;;Ocotea elegans;2;2019.644;;;0;0;0;0;0;aps;;;;;;;;;;;;;;;;;;;1002;I2SE6;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051902;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;610;;610;610;610;1300;a;1;0;0;17;4;;;;;;;;;;;;;;;786;I3SE4;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051622;;Euphorbiaceae;;Sapium;;Sapium glandulosum;2;2019.644;153;;153;153;153;1300;a;1;0;4;10;4;;;;;;;;;;;;;;;907;I2NW10;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051753;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;;;0;0;0;0;0;aps;;;;;;;;;;;;;;;;;;;999;I2SE6;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051777;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;412;;412;412;412;1300;a;1;0;4;15;4;;;;;;;;;;;;;;;1012;I2SE5;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051693;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;267;;267;267;267;1300;a;1;0;4;12.5;4;;;;;;;;;;;;;;;964;I2NE3;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051965;;Lauraceae;;Ocotea;;Ocotea elegans;2;2019.644;0;;0;0;0;0;0;aps;0;0;;;;;;;;;;;;;;;;;837;I3SW9;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051945;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;156;;156;156;156;1300;a;1;0;0;8.5;4;;;;;;;;;;;;;;;822;I3NE1;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051977;;Myrtaceae;;Myrciaria;;Myrciaria floribunda;2;2019.644;166;;166;166;166;1300;a;1;0;0;11;4;;;;;;;;;;;;;;;849;I3SW8;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051539;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;417;;417;417;417;1300;a;1;0;4;17;4;;;;;;;;;;;;;;;736;I1SE5;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051570;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;0;;0;0;0;;0;bps;0;;;;;;;;;;;;;;;;;;760;I1SE4;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051355;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;309;;309;309;309;1300;a;1;0;4;13;4;;;;;;;;;;;;;;;610;I1SW9;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051501;;Myrtaceae;;Eugenia;;Eugenia oeidocarpa;2;2019.644;145;;145;145;145;1300;ah;1;0;4;7;4;;;;;;;;;;;;;;;716a;I1NE1;716a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051576;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;253;;253;253;253;1300;a;1;0;4;14;4;;;;;;;;;;;;;;;765;I1SE4;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051447;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;180;;180;180;180;1300;ah;1;0;4;5.5;4;;;;;;;;;;;;;;;682b;I1NW12;682c
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051793;;Myrtaceae;;Myrceugenia;;Myrceugenia myrcioides;2;2019.644;286;;286;286;286;1300;z;1;0;4;10;4;;;;;;;;;;;;;;;1024;I2SE5;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051605;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;103;;103;103;103;1300;ahn;1;0;4;11;4;;;;;;;;;;;;;;;783a;I1SE6;783e
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051438;;Myrtaceae;;Myrceugenia;;Myrceugenia myrcioides;2;2019.644;113;;113;113;113;1300;ah;1;0;4;8;4;;;;;;;;;;;;;;;676a;I1NW11;676b
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051587;;Myrtaceae;;Eugenia;;Eugenia uruguayensis;2;2019.644;231;;231;231;231;1300;a;1;0;4;10;4;;;;;;;;;;;;;;;770;I1SE6;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051819;;Myrtaceae;;Eugenia;;Eugenia handroi;2;2019.644;240;;240;240;240;1300;a;1;0;4;14;4;;;;;;;;;;;;;;;1047;I2SW7;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051470;;Salicaceae;;Casearia;;Casearia decandra;2;2019.644;326;;326;326;326;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;697;I1NE2;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051719;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;65;;109;109;109;1300;a;1;0;2;11;4;;;;;;;;;;;;;;;978c;I2NE1;978d
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051421;;Myrtaceae;;Myrceugenia;;Myrceugenia myrcioides;2;2019.644;110;;110;110;110;1300;ah;1;0;4;8.5;4;;;;;;;;;;;;;;;665a;I1NW11;665a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051602;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;152;;152;152;152;1300;a;1;0;4;10;4;;;;;;;;;;;;;;;780;I1SE6;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051390;;Myrtaceae;;Siphoneugena;;Siphoneugena reitzii;2;2019.644;106;;106;106;106;1300;a;1;0;4;7;4;;;;;;;;;;;;;;;640;I1SW7;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051919;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;145;;145;145;145;1300;ah;1;0;0;13;4;;;;;;;;;;;;;;;800a;I3SE6;800a
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2052023;;Melastomataceae;;Tibouchina;;Tibouchina sellowiana;2;2019.644;116;;116;116;116;1300;an;1;0;0;7;4;;;;;;;;;;;;;;;886;I3NE3;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051926;;Aquifoliaceae;;Ilex;;Ilex paraguariensis;2;2019.644;179;;179;179;179;1300;a;1;0;0;13.5;4;;;;;;;;;;;;;;;806;I3SE6;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051425;;Myrtaceae;;Siphoneugena;;Siphoneugena reitzii;2;2019.644;244;;244;244;244;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;667;I1NW11;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051525;;Myrtaceae;;Eugenia;;Eugenia oeidocarpa;2;2019.644;108;;108;108;108;1300;ah;1;0;4;6;4;;;;;;;;;;;;;;;729b;I1NE1;729a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051433;;Myrtaceae;;Myrceugenia;;Myrceugenia myrcioides;2;2019.644;0;;0;0;0;;0;bps;0;;;;;;;;;;;;;;;;;;673a;I1NW11;673a
